total_changes,pid,date_reported_as_of,design_start,description,latest_budget_changes,forecast_completion,managing_agency,changes,client_agency,budget_forecast
1684.0,1901-02-09,2019-05-01,2008-12-01T00:00:00.000,"This project will rehabilitate the mechanics and the architecture of the Shandaken Tunnel Intake Chamber, which includes the replacement of gates and general site improvements.",356685.86,2021-10-07,DEP,33535991.2,DEP,66972781.91
913.0,1902-08-19,2021-07-01,2015-09-30T00:00:00.000,Mixed-use residential community on Staten Island's North Shore.,0.0,2026-05-01,EDC,100733778.0,EDC,98407645.0
2113.0,1901-01-22,2019-09-01,2013-09-30T00:00:00.000,"Trunk and Distribution Main Connection to shaft 32B in 2nd Ave., etc., together with all work incidental thereto, Borough of Manhattan.    2nd Avenue from East 33rd Street to East 37th Street",2994000.0,2021-06-02,DDC,-7266000.0,Environmental Protection,48794000.0
-395.0,1903-07-22,2022-09-01,2019-09-10T00:00:00.000,851 GRAND CONCOURSE - HOUSING COURT RELOCATION,,2026-04-15,DCAS,252.0,DCAS,30091748.0
1619.0,1902-03-02,2018-08-01,2018-09-10T00:00:00.000,"Southeast Queens Guy Brewer Spine I. Storm, Sanitary and WM in North Conduit Ave bet Bailsey Blvd and Guy Brewer Blvd. (Spine Guy Brewer Blvd)",35000.0,2024-09-13,DDC,31711000.0,Environmental Protection,82035000.0
471.0,1903-02-20,2021-12-01,2013-05-13T00:00:00.000,DDC Constructability comments anticipated by 5/31/17.  Anticipated Construction Budget shortfall of $600k. Funding required to submit initial Construction CP.,0.0,2026-02-28,DDC,0.0,Libraries-NYPL,36429630.0
,1903-09-25,2023-01-01,2022-06-28T00:00:00.000,"Replacement of 30,000 SF of old, inefficient skylights over the oldest 3 wings of the Museum, with high performing skylights; and upgrading of existing HVAC systems in the affected galleries.",,2027-06-30,DDC,,Cultural Affairs,38152000.0
1977.0,1901-05-23,2021-12-01,2016-07-27T00:00:00.000,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,2658000.0,2025-01-03,DCAS,200931011.96,DCAS,254101000.0
226.0,1900-07-09,2020-10-01,,,,,DDC,43926000.0,Trans. & Env. Protection,
913.0,1902-09-17,2020-10-01,,,,,DDC,29337000.0,Environmental Protection,
1431.0,1902-10-05,2022-04-01,2019-07-25T00:00:00.000,"Storm, Sanitary Sewers & Water Mains in Coney Island Area - Phase 04, Brooklyn",50000.0,2027-02-07,DDC,1984000.0,Environmental Protection,29669000.0
2142.0,1901-03-27,2020-10-01,2017-11-06T00:00:00.000,"Replacement of internal mechanisms, concrete repairs, effluent weirs, scum troughs, grease pit collection system, electrical upgrades, HVAC upgrades, evaluation and improvement of cross collector drainage in 10 PST.",47125.0,2026-02-01,DEP,99651290.98,DEP,95907447.35
302.0,1903-03-30,2022-04-01,2017-08-01T00:00:00.000,GREEN INFRASTRUCTURE IN OH-015 GRAVESEND BAY CSO PH 1,3604000.0,2026-08-12,DDC,21181000.0,Environmental Protection,41237000.0
1906.0,1901-09-09,2021-03-01,,,,,DDC,176245000.0,Transportation,
2363.0,1901-03-23,2023-01-01,2016-02-24T00:00:00.000,"Improvements to: fencing, vegetation, roadway, drainage, ext. above-ground retaining walls. Including repair of dam inlet archway & wingwall, re-pointing of stones & reinforcement of east reservoir wall, & leakage/seepage protection within OCA.",0.0,2026-12-29,DEP,-833277.14,DEP,57966722.86
302.0,1903-03-30,2023-01-01,2017-08-01T00:00:00.000,GREEN INFRASTRUCTURE IN OH-015 GRAVESEND BAY CSO PH 1,15979000.0,2026-08-12,DDC,21181000.0,Environmental Protection,63767000.0
2445.0,1901-03-19,2022-04-01,2014-06-17T00:00:00.000,Reconstruction of the Port Jervis WWTP as required based on the effluent limits proposed by the Delaware River Basin Commission (DRBC),0.0,2026-10-04,DEP,9428438.55,DEP,60924311.99
913.0,1902-09-17,2022-09-01,2015-02-16T00:00:00.000,Trunk Water Main replacement in East New York Avenue between Howard Avenue and Pacific Street; Jamaica Avenue between Herkimer Street and Vermont Street; and Atlantic Avenue between Van Sinderen Avenue and Pennsylvania Avenue.,987000.0,2024-09-09,DDC,29337000.0,Environmental Protection,102950000.0
273.0,1903-05-01,2021-12-01,2020-03-02T00:00:00.000,Rehabilitation of the Queens 8/10/12 Garage located at Bergen Landing  at 130-23 150th Avenue Queens,,2028-06-30,DSNY,8964000.0,DSNY,38498000.0
1845.0,1901-07-11,2020-10-01,2017-10-03T00:00:00.000,"Repair the Cross Island bridge over 115th Avenue/Dutch Broadway, Queens.",6346546.0,,DOT,17528706.0,DOT,25843171.0
1908.0,1901-08-06,2019-01-01,2016-04-13T00:00:00.000,"Rehabilitate approach arches and towers of Brooklyn Bridge.  Including masonry cleaning, masonry repairs, repointing, rehabilition of transverse walls, new infill walls of the approach arch blocks.  Clean and repoint the tower masonry, reinforce the gothic arches of the towers, and rehabilitate the tower tops.",18452647.0,2022-06-01,DOT,33135732.1,DOT,343692647.0
0.0,1903-05-22,2022-09-01,2022-07-25T00:00:00.000,42nd Street Pedestrian Security Measures,-1000.0,2029-05-29,DDC,-1000.0,Transportation,74207000.0
639.0,1901-11-19,2018-08-01,2017-08-01T00:00:00.000,The design and construction of shoreline reconstruction projects necessary to provide Citywide protection from future flooding caused by elevated seal elvels.,0.0,2022-12-31,EDC,0.0,ORR,60422401.0
3597.0,1900-07-22,2015-02-01,2013-02-13T00:00:00.000,"Reconstruct roadway and extend storm and sanitary sewers in portions of Brookville Boulevard, Edgewood Street, 147th Avenue, and adjacent streets west of 241st Street.",816000.0,2019-09-07,DDC,106503000.0,Transportation,29387000.0
409.0,1903-03-24,2022-04-01,2017-07-14T00:00:00.000,Replacement of HVAC System and Roof at Staten Island District 3 DSNY Garage and Boro Repair Shop,23000.0,2022-12-16,DDC,460000.0,Sanitation,25239000.0
1253.0,1901-05-17,2020-10-01,2017-05-30T00:00:00.000,"Replace/Rehab the West Tremont Avenue bridge over the Metro North line, located in the Bronx.",24285600.0,2027-07-20,DOT,37794543.0,DOT,81930087.0
925.0,1901-09-22,2021-03-01,,,,,DDC,1921000.0,Environmental Protection,
714.0,1901-03-18,2022-04-01,2016-10-11T00:00:00.000,Replacement of the Esopus & Route 28A Railroad Bridges,0.0,2025-11-09,DEP,-50461071.35,DEP,51210279.96
1355.0,1901-08-02,2021-12-01,2017-10-22T00:00:00.000,Construction of New Anaerobic Digesters,0.0,2026-01-07,DEP,72852004.14,DEP,458653902.0
505.0,1903-03-26,2021-07-01,2018-06-25T00:00:00.000,SAFE ROUTES TO SCHOOLS - MANHATTAN,,2024-11-27,DDC,7175000.0,Transportation,44746000.0
1687.0,1901-03-29,2016-06-01,2014-03-17T00:00:00.000,"Replacement Trunk Water Main in Bainbridge Ave, Bronx",180000.0,2016-05-22,DDC,25547000.0,Environmental Protection,46982000.0
1970.0,1901-08-16,2021-12-01,2015-04-09T00:00:00.000,"This project includes the replacement of the upper roadway's deck on the main bridge along with steel repairs, fire standpipes, and lighting upgrades.",24026048.0,2024-03-13,DOT,8567339.67,DOT,383033014.0
612.0,1902-08-30,2020-05-01,2019-02-01T00:00:00.000,This project will stabilize and reconstruct portions of the East River Esplanade from East 62nd Street to East 63rd Street and from East 90th Street to East 94th Street.,11225778.13,,DPR,3616645.26,DPR,72647778.13
1113.0,1901-02-08,2023-01-01,2004-03-18T00:00:00.000,"Gilboa Dam Reconstruction Project includes construction of a new low level outlet (LLO) consisting of 2,000 feet of tunneling , an access shaft, oulet structure and gate valve controls.",-1313992.21,2023-06-15,DEP,10376533.49,DEP,199398344.49
1934.0,1901-05-20,2022-04-01,2017-11-08T00:00:00.000,"Replace/Rehab the Pelham Parkway bridge over Hutchinson River Parkway, Bronx.",7623562.0,2028-04-23,DOT,10338071.57,DOT,67311092.0
3597.0,1900-07-22,2020-01-01,,,,,DDC,106503000.0,Transportation,
1091.0,1901-11-02,2018-08-01,2018-04-16T00:00:00.000,SMLP portion for Hunts Point WWTP as part of the New York City Wastewater Resiliency Program.,-5037051.9,2020-09-09,DEP,20080597.79,DEP,36635629.33
3253.0,1900-07-11,2016-11-01,2012-06-07T00:00:00.000,"Reconstruction and restoration of Belgian block roadways in the DUMBO and Vinegar Hill communities concurrent with installation of new water main, combined sewers and storm sewers, plus construction of the Pearl Street Triangle Plaza.",13656000.0,2018-11-23,DDC,96724000.0,Transportation,60750000.0
549.0,1900-04-03,2015-08-01,2014-09-15T00:00:00.000,Replace one Barberi class boat and the John F. Kennedy boat which are approaching the end of their useful lives with new Staten Island ferries. Replacement is needed to continue reliable service.,83234948.0,2020-02-11,DOT,-238419180.0,DOT,327552000.0
184.0,1903-06-28,2022-04-01,2021-07-07T00:00:00.000,Slab Replacement of Sanitation Garage facility to serve Bronx Community districts 7 and 8 to be located at 427 West 215th Street. Includes the Swing space.,,2025-06-30,DSNY,9439000.0,DSNY,35579000.0
0.0,1902-12-24,2021-03-01,2019-08-29T00:00:00.000,NEW SCHOOL,,2024-09-03,SCA,-1926038.0,DOE,95764583.0
1628.0,1900-04-23,2016-11-01,2011-02-14T00:00:00.000,Replace the electrical and mechanical systems of the Madison Avenue Bridge.,702000.0,2019-07-03,DOT,2036997.0,DOT,53044089.93
1592.0,1900-04-21,2013-09-01,1995-01-17T00:00:00.000,"Rehabilitation of abutments, piers, approaches, and steel superstructure and replace reinforced concrete deck.",,2019-03-22,DOT,20945057.0,DOT,58259000.0
3238.0,1900-12-29,2016-06-01,2012-10-01T00:00:00.000,"This project will reconstruct the Hannah St. Pumping Station, the largest City-owned wastewater collection and pumping station on Staten Island.  Built in 1977, the facility has numerous deficiencies, needing  a comprehensive upgrade.",1000000.0,2019-08-12,DEP,67909196.8,DEP,54900000.0
925.0,1901-09-22,2021-12-01,,,,,DDC,1921000.0,Environmental Protection,
0.0,1903-08-02,2022-09-01,2021-11-02T00:00:00.000,LEASE,,2025-09-03,SCA,0.0,DOE,38246910.0
836.0,1900-04-29,2021-07-01,2000-02-14T00:00:00.000,"Repair the existing bridge and separate the NYCDOT and NYCT components. Includes new steel plate girders, concrete deck, pedestals, backwalls, sidewalks, and bridge railing.",-46220000.0,2023-01-15,DOT,22682117.0,DOT,75217179.0
253.0,1903-01-23,2021-12-01,2019-11-12T00:00:00.000,Rehabilitation of Seeley Street bridge over Prospect Avenue,0.0,2027-09-06,DOT,0.0,,31221267.0
556.0,1902-10-13,2020-05-01,2010-02-24T00:00:00.000,This project will demolish and construct a new environmental center in Alley Pond Park.,120000.0,2021-11-29,DPR,1641000.0,DPR,30466000.0
1.0,1902-06-27,2019-09-01,2019-01-01T00:00:00.000,"The construction of an approximately 230,000 sq ft municipal Public Health Lab building for DOHMH.",0.0,2025-01-01,EDC,19334959.71,DOHMH,613797320.29
2086.0,1900-04-06,2017-09-01,2012-07-23T00:00:00.000,"Replace the existing bridge with a new, wider double-leaf bascule bridge in the Bronx.",-296512.7,2021-07-14,DOT,142277136.0,"DEP, DOT",323745502.0
969.0,1901-05-18,2018-08-01,2017-11-30T00:00:00.000,"Replace the 5th Avenue Bridge over LIRR & Sea Beach, Brooklyn.",2039849.0,2024-11-04,DOT,36577693.0,DOT,49319823.0
888.0,1902-05-09,2019-05-01,2019-06-15T00:00:00.000,"The Manhattan Greenway Harlem River project, between West 125th Street and Swindler Cove, involves the creation of a park, greenway, and the reconstruction of the bulkhead.",0.0,2024-04-15,EDC,0.0,DPR,227658000.0
-712.0,1902-07-31,2020-05-01,2020-04-16T00:00:00.000,The project will provide hydraulic relief to Outfalls HP-007 and HP-009 by creating new sewers parallel to the existing combined sewers. It will also provide floatables control at Outfall HP-011 by replacing Regulator 5.,1630435.0,2028-12-13,DEP,1210235.0,WWC,184768403.0
548.0,1902-07-23,2021-12-01,2018-10-02T00:00:00.000,"By Notice To Proceed letter dated September 21, 2018, the New York City Department of Design and Construction (“DDC”) directed PMS Construction Management Corp. (“PMS”) to commence work on Capis ID PW348-71, Contract No. 20191404531 CM/Design/Build for the Replacement and Upgrade of Petroleum Storage Tanks for the Borough of Manhattan. The contract was awarded for a maximum fee of $28,026,750.00 and was partially registered by the Comptroller on September 21, 2018 in the amount of $4,885,000.00. The term of the contract is 1,095 consecutive calendar days from September 21, 2018. Contract termination date is September 19, 2021.",0.0,2023-03-20,DDC,3444000.0,DCAS,32709000.0
914.0,1902-10-01,2021-07-01,2018-04-25T00:00:00.000,FUEL TANK REPLACEMENT,-6775000.0,2024-10-04,DDC,-6429000.0,DCAS,25370000.0
3597.0,1900-07-22,2016-01-01,2013-02-13T00:00:00.000,"Reconstruct roadway and extend storm and sanitary sewers in portions of Brookville Boulevard, Edgewood Street, 147th Avenue, and adjacent streets west of 241st Street.",3025000.0,2020-07-25,DDC,106503000.0,Transportation,32908000.0
2032.0,1901-02-06,2022-09-01,,"The EPIC - EMR Program: Electronic Medical Records (EMR) System - a single enterprise-wide EMR to meet the needs of HHC's expansive size and improve patient care will replace the legacy EMR - QuadraMed, which is over 25 years old.",0.0,2023-12-31,HHC,15184947.0,H+H,764063231.0
-208.0,1903-01-24,2023-01-01,2018-01-04T00:00:00.000,Rehab of Ocean & Parkside Avenue Bridge over NYCTA Brighton Line,1020577.0,2029-02-04,DOT,-9890000.0,,49586146.0
1517.0,1901-04-22,2017-09-01,2015-06-19T00:00:00.000,"Project to ensure the reliability of the 74 mile upper Catskill Aqueduct, including replacement of mechanical components, leak mitigation, and biofilm removal/condition assessment.",1667747.0,2020-02-21,DEP,9642889.68,DEP,245306804.0
1306.0,1901-12-22,2020-05-01,2018-06-11T00:00:00.000,Throgs Neck Pumping Station Rehabilitation and Improvements,79592.69,2024-01-11,DEP,25708336.86,DEP,48188239.69
-388.0,1900-06-18,2013-09-01,2012-12-03T00:00:00.000,"Roadway reconstruction Bergen Avenue and vicinity, includes sections of: Avenues N, T, U, V, W, X and Y; 66th Street and 69th through 75th Streets; Veterans Avenue and Royce Street.",,2024-07-16,DDC,45837000.0,Transportation,33727000.0
727.0,1902-01-31,2019-09-01,2017-09-14T00:00:00.000,Construction of a new precinct station house facility and associated site work for the new 116th Precinct.,67000.0,2022-06-08,DDC,33852900.86,Police,94624000.0
684.0,1901-10-13,2019-09-01,2016-07-15T00:00:00.000,"Installation of  Storm sewers, Sanitary sewers, & Water mains in Whitestone Area-Phase 3",0.0,2023-08-16,DDC,15468000.0,Environmental Protection,60763000.0
913.0,1902-08-19,2022-04-01,2015-09-30T00:00:00.000,Mixed-use residential community on Staten Island's North Shore.,13852532.0,2026-12-02,EDC,100733778.0,EDC,199142346.0
549.0,1900-04-03,2020-10-01,2014-09-15T00:00:00.000,Replace one Barberi class boat and the John F. Kennedy boat which are approaching the end of their useful lives with new Staten Island ferries. Replacement is needed to continue reliable service.,7251651.0,2021-12-06,DOT,-238419180.0,DOT,367250523.0
1696.0,1901-09-30,2020-01-01,,,,,DDC,35010000.0,DCAS,
1091.0,1901-11-02,2020-05-01,2018-04-16T00:00:00.000,SMLP portion for Hunts Point WRRF as part of the New York City Wastewater Resiliency Program.,-3978946.89,2022-04-25,DEP,20080597.79,DEP,35957095.79
0.0,1903-01-09,2022-04-01,2019-08-05T00:00:00.000,ADDITION / DEMOLITION,0.0,2024-09-03,SCA,0.0,DOE,70755417.0
256.0,1901-02-12,2018-03-01,2012-03-23T00:00:00.000,"To address existing leaks in the Delaware Aqueduct, a 3-mile bypass tunnel will be constructed near the town of Roseton and the existing tunnel will be repaired near the town of Wawarsing.",1778020.11,2023-09-26,DEP,202552329.25,DEP,889665374.54
254.0,1901-10-31,2020-05-01,2020-04-13T00:00:00.000,This project provides improvements to the existing structures and mechanical flow control systems at Hillview Reservoir.,25075000.0,2032-06-05,DEP,-11397050.18,BWS,351840000.0
,1903-07-24,2022-09-01,2022-03-22T00:00:00.000,"This project will reconstruct the playground, landscape, tennis courts, basketball courts, synthetic turf ballfield, pavements, water and drainage systems, park lighting, plantings, and construct an adult fitness area at Haffen Park.",,,DPR,0.0,DPR,35399000.0
2085.0,1901-06-27,2023-01-01,2014-09-01T00:00:00.000,The priority mitigation projects at Coler include key critical mitigation projects to improve the resiliency of the campus.,0.0,2023-08-17,EDC,0.0,H+H,26776342.0
409.0,1903-03-24,2021-12-01,2017-07-14T00:00:00.000,Replacement of HVAC System and Roof at Staten Island District 3 DSNY Garage and Boro Repair Shop,-28000.0,2022-07-01,DDC,460000.0,Sanitation,25216000.0
2152.0,1900-04-22,2019-05-01,2014-10-22T00:00:00.000,Replace deck of the Riverside Drive viaduct/ bridge over West 158th Street.,32676659.78,2022-06-27,DOT,96922794.0,DOT,160245510.0
1684.0,1901-02-09,2014-01-01,2008-12-01T00:00:00.000,"This project will rehabilitate the mechanics and the architecture of the Shandaken Tunnel Intake Chamber, which includes the replacement of gates and general site improvements.",9476294.0,2019-01-06,DEP,33535991.2,DEP,46953495.0
