Thoroughfare,project_id,location_segment_id,ProjClass,StatFlag,oft_code,location_community_board
236 Street,Q2020-13-21,39451.0,Intersection,,421900427108000000,413.0
Seaview Avenue,K2009-18-04,28865.0,Intersection,,338080375970000000,318.0
East 56 Street,K2009-17-02,26322.0,Intersection,,313880337280000000,317.0
East Tremont Avenue,X202210020,56930.0,Intersection,,222240229620000000,210.0
St Clair Place,M2018-09-01,24028.0,Intersection,,111115130850000000,109.0
Grafton Street,B202316014,27091.0,Intersection,,334330344830000000,316.0
Dead End,Q2018-11-39,60010.0,Intersection,,426840441700000000,411.0
Linden Boulevard,Q2004-12-12,34379.0,Intersection,,422840453890000000,412.0
Bend,Q2019-09-14,67925.0,Intersection,,417040435780000000,409.0
18 Street,K2015-07-03,69893.0,Intersection,,305780306930000000,307.0
Riverside Drive,M2018-07-12,24034.0,Intersection,,111112129690000000,109.0
Crocheron Avenue,Q2013-07-93,59163.0,Intersection,,424590440690000000,407.0
Grand Central Parkway,Q2016-08-16,69569.0,Intersection,,454580447390 00000,
Bend,Q2012-14-39,30644.0,Intersection,,435110435780000000,414.0
212 Street,Q2017-13-42,40030.0,Intersection,,419140426440000000,413.0
Parsons Boulevard,Q2021-08-25,55164.0,Intersection,,447390458590000000,408.0
Dead End,S2020-02-03,70514.0,Intersection,,523995525908000000,595.0
Randall Avenue,X2014-10-06,57652.0,Intersection,,230820260520000000,210.0
Ditmars Boulevard,Q2006-03-4,50837.0,Intersection,,407440442490000000,403.0
104 Street,Q2018-10-18,33568.0,Intersection,,405040419740000000,410.0
Catherine Street,M2005-03-20,15695.0,Intersection,,114290114310000000,103.0
Gerritsen Avenue,K2011-15-08,25374.0,Intersection,,314480343910000000,315.0
Jackie Robinson Parkway,Q2008-05-20,86717.0,Intersection,,445518450680000000,405.0
Astoria Boulevard,Q2011-03-12,81919.0,Intersection,,419040428790000000,403.0
221 Street,Q2013-13-56,40364.0,Intersection,,419253426890000000,413.0
Pedestrian Overpass,X2014-10-33,57567.0,Intersection,,250920298100000000,210.0
Richmond Terrace,S2018-01-54,108030.0,Intersection,,518510545050000000,501.0
Jerome Street,B202205022,29529.0,Intersection,,352730353230000000,305.0
Lincoln Place,K2012-06-01,18615.0,Intersection,,305780356030000000,306.0
241 Street,Q2010-11-32,62025.0,Intersection,,410990427135000000,411.0
I 678,Q2017-12-14,34910.0,Intersection,,451090466290000000,409.0
150 Street,Q2008-07-11,56457.0,Intersection,,406185423290000000,407.0
256 Street,Q2020-13-42,62801.0,Intersection,,417750427268000000,413.0
Manhattan College Parkway,X2016-08-01,49399.0,Intersection,,212550248720000000,208.0
East 174 Street,X2014-09-11,85038.0,Intersection,,222240226880000000,204.0
Bruckner Boulevard,X2014-10-15,57562.0,Intersection,,212550215920000000,202.0
Corona Avenue,S2014-03-14,4905.0,Intersection,,518510570070000000,503.0
West 254 Street,X2004-08-9,49356.0,Intersection,,261520275185000000,208.0
Jackie Robinson Parkway,K2016-05-08,90271.0,Intersection,,441295450680000000,405.0
Flatbush Avenue,K2009-17-10,18248.0,Intersection,,326630340930000000,314.0
Body Of Water,Q2016-14-08,33485.0,Intersection,,435780462250000000,410.0
151 Place,Q2012-07-16,56565.0,Intersection,,405290423350000000,407.0
Nycta Subway,Q2020-02-08,65398.0,Intersection,,411990457900000000,402.0
Linden Boulevard,K2014-05-30,89227.0,Intersection,,350330356230000000,305.0
Todt Hill Road,S2002-02-13,7851.0,Intersection,,518510551470000000,502.0
Elm Avenue,K2019-14-14,17557.0,Intersection,,335480338930000000,314.0
North 1 Street,B202401013,19535.0,Intersection,,319530365830000000,301.0
Merrick Boulevard,Q2009-12-04,37199.0,Intersection,,453790455590000000,412.0
Findlay Avenue,X2007-04-01,44259.0,Intersection,,226760232820000000,204.0
Vyse Avenue,X202406006,48407.0,Intersection,,227090272320000000,206.0
Belt Parkway,K2005-15-18,17040.0,Intersection,,367530377030000000,315.0
Father Capodanno Boulevard,S2006-02-16,83960.0,Intersection,,538170546850000000,595.0
Beach Channel Drive,Q2002-14-9,33187.0,Intersection,,432740435290000000,414.0
West 24 Street,M2006-05-4,20850.0,Intersection,,110410134250000000,105.0
West 137 Street,M2019-10-19,78034.0,Intersection,,124690136510000000,110.0
President Street,K2004-06-10,14931.0,Intersection,,318950372230000000,306.0
102 Street,Q2007-04-03,50857.0,Intersection,,410590419540000000,404.0
Dead End,S2004-02-21,9654.0,Intersection,,517250525908 00000,
West 131 Street,M2013-09-13,78628.0,Intersection,,113610136390000000,109.0
Riverside Drive,M2002-09-4,24032.0,Intersection,,111112129690000000,109.0
Foster Avenue,K2017-18-08,103804.0,Intersection,,337630341730000000,318.0
Smith Street,K2009-06-07,14784.0,Intersection,,305530377730000000,306.0
Metropolitan Avenue,K2014-01-10,19956.0,Intersection,,358330360530000000,301.0
Coney Island Avenue,K2011-14-07,17437.0,Intersection,,313980328830000000,314.0
Boerum Place,B202202029,14885.0,Intersection,,319230320110000000,302.0
Bissel Avenue,X2017-12-21,54489.0,Intersection,,211620213090000000,
Luther Road,Q2016-05-63,30370.0,Intersection,,414690454340000000,405.0
Franklin D Roosevelt Drive,M2016-11-01,84276.0,Intersection,,113113120490000000,103.0
Parsons Boulevard,Q2009-08-08,55165.0,Intersection,,447390458590000000,408.0
112 Street,Q2017-06-17,50312.0,Intersection,,412990420590000000,406.0
130 Avenue,Q2005-13-7,39384.0,Intersection,,421810421870000000,413.0
Baltic Street,K2021-06-13,15077.0,Intersection,Paving Completed,305430315180000000,306.0
118 Street,Q2018-09-01,34443.0,Intersection,,416940421140000000,409.0
Hylan Boulevard,S2007-01-03,10010.0,Intersection,,528400534100000000,502.0
Lefferts Boulevard,Q2021-09-03,34499.0,Intersection,,428890453490000000,409.0
Johnson Avenue,X2017-08-04,66548.0,Intersection,,212550243120000000,208.0
Pompeii Avenue,Q2005-08-36,59033.0,Intersection,,435780459275000000,408.0
202 Street,Q2011-12-21,39766.0,Intersection,,425870425960000000,412.0
Eastern Parkway,B202209006,89496.0,Intersection,,326730338430000000,308.0
Linden Boulevard,K2013-05-19,89491.0,Intersection,,339730356230000000,305.0
Body Of Water,Q2016-14-08,105192.0,Intersection,,435780462250000000,410.0
Dongan Avenue,Q2019-04-21,45917.0,Intersection,,437290442590000000,404.0
Cross Bay Boulevard,Q2013-14-72,83099.0,Intersection,,405445440890000000,414.0
Conduit Boulevard,K2014-05-27,31405.0,Intersection,,318830328750000000,305.0
Stillwell Avenue,K2016-13-05,13034.0,Intersection,,314880381830000000,313.0
Remsen Street,K2020-02-05,15638.0,Intersection,,349630373220000000,302.0
Park Avenue,M2004-06-7,22484.0,Intersection,,117770127790000000,106.0
East 197 Street,X2012-07-10,48976.0,Intersection,,223920227570000000,207.0
Neptune Avenue,K2010-13-05,13002.0,Intersection,,330630364230000000,313.0
Regent Place,K2015-14-05,18227.0,Intersection,,340930373170000000,314.0
Keap Street,K2010-01-07,19789.0,Intersection,,345230353970000000,301.0
Body Of Water,S2018-03-46,6886.0,Intersection,,518510547823000000,502.0
West 228 Street,X2009-08-02,9037724.0,Intersection,,214920137790 00000,208.0
88 Street,B202310013,11730.0,Intersection,,305430310980000000,310.0
Pedestrian Overpass,Q2015-08-31,55216.0,Intersection,,450290458713000000,404.0
Pedestrian Overpass,Q2011-08-02,45131.0,Intersection,,450290458713000000,404.0
Nycta Subway,X2016-10-27,53298.0,Intersection,,241720252710000000,211.0
3 Avenue,X2015-06-08,48890.0,Intersection,,212550268020000000,201.0
70 Street,K2018-10-01,13258.0,Intersection,,306180310030000000,310.0
East 17 Street,K2011-14-02,17567.0,Intersection,,325230335580000000,314.0
Schenck Avenue,K2007-05-01,29488.0,Intersection,,364530375330000000,305.0
Clintonville Street,Q2010-07-48,56538.0,Intersection,,405940439190000000,407.0
Long Island Expressway,Q2005-11-6,61919.0,Intersection,,443020450290000000,411.0
Grnd Cntrl Parkway Exit Eb,Q2019-07-05,51257.0,Intersection,,408440497525000000,
H Hudson Parkway En Nb,M2018-07-12,21746.0,Intersection,,135350197840000000,
Cross Island Parkway,Q202213019,40423.0,Intersection,,420140440990000000,413.0
Troy Avenue,K2010-18-06,26148.0,Intersection,,332600386030000000,317.0
West 53 Street,M2019-04-07,21368.0,Intersection,,111010134830000000,104.0
Francis Lewis Boulevard,Q2015-12-27,83563.0,Intersection,,420790445890000000,413.0
Prospect Park West,K2016-07-08,14299.0,Intersection,,306830372630000000,307.0
Farragut Road,B202318010,28713.0,Intersection,,338182340230000000,318.0
Bend,X2009-10-06,94796.0,Intersection,,215920212550 00000,
Pitkin Avenue,K2005-05-5,31317.0,Intersection,,363120370930000000,
Stanhope Street,K2010-04-03,27898.0,Intersection,,380630381030000000,304.0
Ocean Terrace,S2002-02-15,7794.0,Intersection,,535490541320000000,502.0
Jerome Avenue,X2003-04-20,71101.0,Intersection,,212550242820000000,204.0
Nippon Avenue,S2004-02-96,2050.0,Intersection,,526463540350000000,503.0
17 Street,K2018-07-08,14728.0,Intersection,,305280306830000000,307.0
Rockaway Avenue,K2003-16-4,27211.0,Intersection,,318950373470000000,316.0
Lincoln Place,K2010-08-04,26754.0,Intersection,,312130356030000000,308.0
Union Turnpike,Q2017-08-31,81368.0,Intersection,,423380465590000000,408.0
Richmond Road,S2015-02-22,8360.0,Intersection,,518510544900000000,503.0
Hogan Place,M2020-01-09,20356.0,Intersection,,114590122995000000,101.0
Flatlands Avenue,K2011-18-05,26625.0,Intersection,,337730341030000000,318.0
Manhattan Bridge,M2004-03-1,15804.0,Intersection,,130640197950000000,103.0
Douglaston Parkway,Q2011-11-48,69922.0,Intersection,,427106442785000000,411.0
Skidmore Avenue,B202218005,80367.0,Intersection,,373480377330000000,318.0
Huntington Street,B202306033,9048535.0,Intersection,Ready for Milling,344690351630000000,306.0
Hillside Avenue,Q2019-09-03,34429.0,Intersection,,421140449690000000,409.0
Hillside Avenue,Q2016-08-39,61019.0,Intersection,,426240449690000000,413.0
Mulford Avenue,X2009-10-05,53319.0,Intersection,,252220252820000000,
Lincoln Place,K2018-08-06,26917.0,Intersection,,323530356030000000,308.0
Bend,Q2005-12-22,36734.0,Intersection,,422670435780000000,412.0
Robard Lane,Q2008-13-42,40190.0,Intersection,,449990460680000000,413.0
Laurelton Parkway,Q2011-12-15,39439.0,Intersection,,422090453120000000,413.0
University Avenue,X2011-04-04,43782.0,Intersection,,212550270620000000,204.0
Wilson Avenue,S2013-03-A9,2454.0,Intersection,,518510555530000000,503.0
Fulton Street,K2021-02-11,18706.0,Intersection,,311830342730000000,302.0
Rockaway Boulevard,Q2008-12-12,36249.0,Intersection,,422940460810000000,412.0
East 24 Street,K2006-15-7,17088.0,Intersection,,314530335880000000,315.0
Pedestrian Overpass,Q2006-05-19,45553.0,Intersection,,450290458713000000,404.0
Reservoir Avenue,X2019-08-03,70029.0,Intersection,,212550260820000000,208.0
Bedford Avenue,K2009-14-04,18304.0,Intersection,,312330318630000000,317.0
Bend,Q2007-14-09,69369.0,Intersection,,460790435780 00000,
Interborough Transit,X2017-06-03,48386.0,Intersection,,227000241980000000,
174 Street,Q2013-12-15,37531.0,Intersection,,420890424810000000,412.0
St Nicholas Terrace,M2019-09-18,24244.0,Intersection,,115910131390000000,109.0
Glenwood Road,K2020-18-19,26623.0,Intersection,Paving Completed,337780344430000000,318.0
New York Avenue,K2008-17-02,18466.0,Intersection,,340230364830000000,317.0
Dead End,K2004-06-7,14932.0,Intersection,,305080332600000000,306.0
East 34 Street,B202218022,25413.0,Intersection,,314180336330000000,318.0
Grand Central Parkway,Q2011-13-10,62916.0,Intersection,,427258447390000000,411.0
164 Street,Q2008-08-16,55280.0,Intersection,,414890424240000000,408.0
224 Street,Q2014-13-27,61545.0,Intersection,,418440427040000000,413.0
Classon Avenue,K2006-01-01,19483.0,Intersection,,318950326730000000,301.0
Nevins Street,K2016-02-07,15031.0,Intersection,,319230364330000000,302.0
Bend,Q2021-07-25,56495.0,Intersection,,405340435780000000,407.0
Co-Op City Boulevard,X2019-10-17,57936.0,Intersection,,212550221125000000,210.0
Belt Parkway,K2005-13-7,9035714.0,Intersection,,370165377030000000,310.0
Grand Central Parkway,Q2017-11-15,105587.0,Intersection,,439635447390000000,411.0
188 Street,Q2005-08-9,58739.0,Intersection,,425190425240 00000,
Body Of Water,X2012-10-11,58179.0,Intersection,,212550264745000000,210.0
Riverside Drive,M2013-07-01,99897.0,Intersection,,113113129690000000,107.0
East 12 Street,K2017-15-14,16804.0,Intersection,,314830335330000000,315.0
Howard Avenue,S2007-01-04,9219.0,Intersection,,518510533500000000,501.0
100 Street,Q2008-03-11,50797.0,Intersection,,408790419290000000,403.0
Pearl Street,M2011-01-08,15227.0,Intersection,,122410128490000000,101.0
Ocean Terrace,S2014-02-51,8866.0,Intersection,,539240541320000000,502.0
Shepherd Avenue,B202205034,80185.0,Intersection,,356230376530000000,305.0
Hunter Avenue,S202302076,7721.0,Intersection,,517250533810000000,502.0
71 Street,K2018-10-05,12019.0,Intersection,,305280310080000000,310.0
Bruckner Boulevard,X2015-10-14,57515.0,Intersection,,212550215920000000,202.0
Morris Avenue,X2008-01-12,42941.0,Intersection,,226130252120000000,201.0
Holland Avenue,Q2020-14-05,33158.0,Intersection,,433040449890000000,414.0
Suydam Street,K2011-03-06,27840.0,Intersection,,380630383930000000,304.0
Lafayette Avenue,X2005-10-18,52363.0,Intersection,,241720245120000000,210.0
Jamaica Avenue,Q2017-13-21,82631.0,Intersection,,426740451090000000,413.0
Flushing Avenue,K2016-04-20,27326.0,Intersection,,323230341330000000,303.0
Bruckner Boulevard,X2009-10-06,107089.0,Intersection,,212550215920000000,202.0
East 5 Street,K2019-07-07,17897.0,Intersection,,307030335030000000,
West 244 Street,X2016-08-01,49397.0,Intersection,,248720275130000000,
Belt Parkway,K2011-13-08,16878.0,Intersection,,370165377030000000,310.0
Body Of Water,S2018-03-46,107699.0,Intersection,,518510547823000000,502.0
147 Street,Q2002-12-33,36264.0,Intersection,,421190423090000000,412.0
East 66 Street,K2018-18-07,25950.0,Intersection,,315545337466000000,
Crescent Street,Q202301010,42259.0,Intersection,Ready for Milling,407090407300000000,401.0
Nassau Street,K2017-02-05,15993.0,Intersection,,334230363730000000,302.0
The Oval,S2016-02-27,7928.0,Intersection,,518510550969000000,502.0
157 Avenue,Q2013-10-17,31797.0,Intersection,,418240423750000000,410.0
Eastchester Road,X2015-11-02,53874.0,Intersection,,212550229820000000,211.0
94 Street,Q2021-03-21,46930.0,Intersection,,408190418740000000,403.0
Powells Cove Boulevard,Q2021-07-22,56946.0,Intersection,,405065459390000000,407.0
161 Avenue,Q2006-10-8,31107.0,Intersection,,417540424050000000,410.0
Kings Highway,K2015-15-05,17681.0,Intersection,,314380354050000000,314.0
Hylan Boulevard,S2009-03-41,9043082.0,Intersection,,518510534100000000,503.0
Lafayette Street,M2014-02-01,20722.0,Intersection,,111820124390000000,102.0
85 Street,Q2013-09-51,32327.0,Intersection,,417240417340000000,409.0
West Drive,M2020-64-01,21559.0,Intersection,,100726197180000000,164.0
Belt Parkway,K2009-13-03,12870.0,Intersection,,307730377030000000,311.0
West 118 Street,M2016-10-07,24075.0,Intersection,,126490136130000000,109.0
Beach Channel Drive,Q2010-14-05,83658.0,Intersection,,432740435290000000,414.0
Mc Laughlin Avenue,Q2015-08-20,58929.0,Intersection,,425240455360000000,408.0
Northern Boulevard,Q2014-11-14,59901.0,Intersection,,426640457790000000,411.0
Queens Boulevard,Q2008-02-15,41137.0,Intersection,,410740459990000000,402.0
Lafayette Avenue,X2005-10-18,52364.0,Intersection,,241720245120000000,210.0
Rockaway Freeway,Q2017-14-21,9042506.0,Intersection,,430390460820000000,414.0
Jennings Street,X2006-03-9,48089.0,Intersection,,219020242720000000,203.0
South Conduit Avenue,Q2015-13-51,36723.0,Intersection,,424930462890000000,
Borough Boundary,Q2002-13-2,62334.0,Intersection,,439024413185 00000,
Belt Parkway,K2015-15-04,25017.0,Intersection,,354090377030000000,315.0
108 Street,Q202106002,50227.0,Intersection,,412840420190000000,406.0
Schenectady Avenue,K2014-18-05,25620.0,Intersection,,314180375430000000,318.0
Davit Court,X2011-09-11,52094.0,Intersection,,215420223540000000,
Dreiser Loop,X2006-10-7,57928.0,Intersection,,212550224980000000,210.0
64 Street,K2011-11-05,13686.0,Intersection,,307230309780000000,311.0
Bend,M2018-01-20,15234.0,Intersection,,112950113113 00000,
149 Avenue,Q2017-10-12,33790.0,Intersection,,420730423170000000,410.0
Senator Street,K2005-10-1,12114.0,Intersection,,305580376230000000,310.0
West 96 Street,M2017-64-01,23501.0,Intersection,,114510135690000000,107.0
Stadium Avenue,X2013-10-01,57638.0,Intersection,,265440266420000000,210.0
Belt Parkway,K2011-11-17,12812.0,Intersection,,317130377030000000,311.0
Queens Midtown Tunnel,M2013-06-01,96222.0,Intersection,,113113197520000000,106.0
Forest Road,Q2019-11-41,62400.0,Intersection,,427106445515000000,411.0
133 Avenue,Q2019-10-08,31663.0,Intersection,,417540422090000000,410.0
Parkchester Road,X2016-09-39,84796.0,Intersection,,250750256890000000,209.0
New York Avenue,K2018-17-08,18473.0,Intersection,Paving Completed,313880364830000000,317.0
Hillside Avenue,Q2016-13-12,62851.0,Intersection,,427288449690000000,413.0
Union Turnpike,Q2007-08-06,83064.0,Intersection,,424740465590000000,408.0
Jacob Riis Park Driveway,Q2018-14-10,30571.0,Intersection,,435290497470000000,484.0
Newton Street,K2015-01-09,22402.0,Intersection,,359645365230000000,301.0
East 64 Street,K2016-18-25,68958.0,Intersection,,318950337462000000,318.0
East 36 Street,M2009-05-08,21450.0,Intersection,,110410117710000000,105.0
Strang Avenue,X2016-12-26,54533.0,Intersection,,236220267020000000,212.0
72 Street,Q2008-02-02,45597.0,Intersection,,410440415340000000,402.0
Washington Avenue,X2016-03-14,47875.0,Intersection,,222240273120000000,203.0
Newport Avenue,Q2017-14-67,30670.0,Intersection,,435090457290000000,414.0
Park Avenue,K2008-02-24,16087.0,Intersection,,363985369230000000,302.0
Mt Hope Place,X2018-05-02,44302.0,Intersection,,252120252720000000,205.0
East 43 Street,K2006-17-2,25581.0,Intersection,,332600336780000000,318.0
185 Street,Q202112027,37590.0,Intersection,,418140425160000000,412.0
Zerega Avenue,X202409021,53079.0,Intersection,,235720279050000000,209.0
East 14 Street,M2011-02-02,20735.0,Intersection,,110410117270000000,102.0
Monaco Place,K2010-16-01,27276.0,Intersection,,313430361430000000,316.0
Richmond Avenue,S2004-02-44,6052.0,Intersection,,518510544750000000,503.0
Pitkin Avenue,B202305007,29438.0,Intersection,,348730370930000000,305.0
